Epoch		Train-loss		Test-loss		Train-IoU		Test-IoU		learningRate
208		0.1575		0.3265		0.0000		0.6106		0.00030505
209		0.1351		0.3301		0.0000		0.6287		0.00030386
210		0.1337		0.3249		0.0000		0.6300		0.00030267
211		0.1475		0.4471		0.0000		0.5691		0.00030148
212		0.1473		0.3299		0.0000		0.6321		0.00030029
213		0.1629		0.3535		0.0000		0.5891		0.00029910
214		0.1456		0.3326		0.0000		0.6221		0.00029791
215		0.1350		0.3544		0.0000		0.6224		0.00029671
216		0.1360		0.3950		0.0000		0.5814		0.00029552
217		0.1545		0.3306		0.0000		0.6193		0.00029433
218		0.1503		0.3355		0.0000		0.6262		0.00029314
219		0.1355		0.3484		0.0000		0.6081		0.00029194
220		0.1348		0.3618		0.0000		0.6022		0.00029075
221		0.1590		0.3474		0.0000		0.6086		0.00028955
222		0.1416		0.3488		0.0000		0.6005		0.00028836
223		0.1458		0.3542		0.0000		0.6214		0.00028716
224		0.1492		0.3586		0.0000		0.6023		0.00028596
225		0.1353		0.3346		0.0000		0.6244		0.00028477
226		0.1343		0.3546		0.0000		0.5905		0.00028357
227		0.1555		0.3376		0.0000		0.6195		0.00028237
228		0.1334		0.3391		0.0000		0.6339		0.00028117
229		0.1308		0.3358		0.0000		0.6327		0.00027997
230		0.1422		0.3516		0.0000		0.6079		0.00027877
231		0.1381		0.3561		0.0000		0.6085		0.00027757
232		0.1442		0.9270		0.0000		0.4276		0.00027637
233		0.1726		0.3334		0.0000		0.6218		0.00027517
234		0.1310		0.3429		0.0000		0.6316		0.00027396
235		0.1314		0.3440		0.0000		0.6192		0.00027276
236		0.1387		0.3706		0.0000		0.5878		0.00027156
237		0.1443		0.3330		0.0000		0.6285		0.00027035
238		0.1286		0.3347		0.0000		0.6293		0.00026915
239		0.1306		0.3685		0.0000		0.6124		0.00026794
240		0.1587		0.3888		0.0000		0.5774		0.00026674
241		0.1399		0.3349		0.0000		0.6145		0.00026553
242		0.1297		0.3584		0.0000		0.6132		0.00026432
243		0.1276		0.3464		0.0000		0.6197		0.00026312
244		0.1327		0.3649		0.0000		0.6157		0.00026191
245		0.1504		0.3682		0.0000		0.5863		0.00026070
246		0.1473		0.3548		0.0000		0.5975		0.00025949
247		0.1316		0.3480		0.0000		0.6241		0.00025828
248		0.1283		0.3399		0.0000		0.6301		0.00025707
249		0.1254		0.3562		0.0000		0.6253		0.00025586
250		0.1331		0.3725		0.0000		0.5912		0.00025464
251		0.1399		0.3594		0.0000		0.6112		0.00025343
252		0.1323		0.3984		0.0000		0.5902		0.00025222
253		0.1518		0.3520		0.0000		0.6218		0.00025100
254		0.1329		0.3298		0.0000		0.6480		0.00024979
255		0.1236		0.3402		0.0000		0.6389		0.00024857
256		0.1240		0.3453		0.0000		0.6354		0.00024736
257		0.1308		0.3429		0.0000		0.6372		0.00024614
258		0.1334		0.3852		0.0000		0.5800		0.00024492
259		0.1459		0.3376		0.0000		0.6084		0.00024370
260		0.1270		0.3439		0.0000		0.6254		0.00024248
261		0.1232		0.3563		0.0000		0.6205		0.00024126
262		0.1320		0.3674		0.0000		0.6058		0.00024004
263		0.1374		0.5431		0.0000		0.5106		0.00023882
264		0.1412		0.3526		0.0000		0.6233		0.00023760
265		0.1238		0.3367		0.0000		0.6352		0.00023638
266		0.1206		0.3499		0.0000		0.6328		0.00023516
267		0.1257		0.3600		0.0000		0.6230		0.00023393
268		0.1397		0.3578		0.0000		0.6255		0.00023271
269		0.1261		0.3629		0.0000		0.6249		0.00023148
270		0.1292		0.3763		0.0000		0.6123		0.00023026
271		0.1332		0.3562		0.0000		0.6258		0.00022903
272		0.1223		0.3572		0.0000		0.6304		0.00022780
273		0.1227		0.3527		0.0000		0.6170		0.00022658
274		0.1498		0.3752		0.0000		0.5772		0.00022535
275		0.1371		0.3505		0.0000		0.6243		0.00022412
276		0.1199		0.3426		0.0000		0.6255		0.00022289
277		0.1181		0.3530		0.0000		0.6308		0.00022166
278		0.1238		0.3835		0.0000		0.6050		0.00022042
279		0.1395		0.3468		0.0000		0.6147		0.00021919
280		0.1247		0.3278		0.0000		0.6429		0.00021796
281		0.1265		0.3555		0.0000		0.6198		0.00021672
282		0.1229		0.3599		0.0000		0.6323		0.00021549
283		0.1219		0.3522		0.0000		0.6282		0.00021425
284		0.1355		0.3351		0.0000		0.6201		0.00021302
285		0.1351		0.3453		0.0000		0.6102		0.00021178
286		0.1256		0.3416		0.0000		0.6378		0.00021054
287		0.1182		0.3545		0.0000		0.6260		0.00020930
288		0.1172		0.3531		0.0000		0.6355		0.00020806
289		0.1270		0.3689		0.0000		0.6150		0.00020682
290		0.1242		0.3542		0.0000		0.6256		0.00020558
291		0.1188		0.3415		0.0000		0.6329		0.00020434
292		0.1195		0.3673		0.0000		0.6237		0.00020310
293		0.1332		0.3254		0.0000		0.6252		0.00020185
294		0.1431		0.3257		0.0000		0.6379		0.00020061
295		0.1190		0.3393		0.0000		0.6401		0.00019936
296		0.1141		0.3416		0.0000		0.6460		0.00019812
297		0.1135		0.3444		0.0000		0.6443		0.00019687
298		0.1198		0.3864		0.0000		0.5861		0.00019562
299		0.1306		0.3742		0.0000		0.6042		0.00019437
300		0.1224		0.3470		0.0000		0.6365		0.00019312
301		0.1142		0.3635		0.0000		0.6120		0.00019187
302		0.1185		0.3435		0.0000		0.6300		0.00019062
