Epoch		Train-loss		Test-loss		Train-IoU		Test-IoU		learningRate
168		0.1340		0.2896		0.0000		0.6581		0.00024208
169		0.1319		0.3022		0.0000		0.6487		0.00024045
170		0.1388		0.3027		0.0000		0.6530		0.00023882
171		0.1398		0.3128		0.0000		0.6467		0.00023719
172		0.1412		0.2948		0.0000		0.6560		0.00023556
173		0.1322		0.3078		0.0000		0.6540		0.00023393
174		0.1441		0.3240		0.0000		0.6314		0.00023230
175		0.1368		0.3168		0.0000		0.6252		0.00023067
176		0.1340		0.3220		0.0000		0.6583		0.00022903
177		0.1455		0.3108		0.0000		0.6458		0.00022739
178		0.1310		0.3159		0.0000		0.6504		0.00022576
179		0.1297		0.3260		0.0000		0.6281		0.00022412
180		0.1311		0.3268		0.0000		0.6530		0.00022248
181		0.1363		0.3379		0.0000		0.6206		0.00022083
182		0.1500		0.3362		0.0000		0.6206		0.00021919
183		0.1333		0.3309		0.0000		0.6193		0.00021755
184		0.1353		0.3175		0.0000		0.6502		0.00021590
185		0.1261		0.3179		0.0000		0.6537		0.00021425
186		0.1265		0.3153		0.0000		0.6628		0.00021260
187		0.1512		0.3569		0.0000		0.6025		0.00021095
188		0.1489		0.3177		0.0000		0.6278		0.00020930
189		0.1287		0.3263		0.0000		0.6349		0.00020765
190		0.1245		0.3053		0.0000		0.6589		0.00020600
191		0.1269		0.2994		0.0000		0.6662		0.00020434
192		0.1307		0.3490		0.0000		0.6444		0.00020268
193		0.1324		0.3089		0.0000		0.6449		0.00020102
194		0.1424		0.3082		0.0000		0.6481		0.00019936
195		0.1321		0.3067		0.0000		0.6561		0.00019770
196		0.1306		0.3058		0.0000		0.6658		0.00019604
197		0.1323		0.2968		0.0000		0.6376		0.00019437
198		0.1299		0.3026		0.0000		0.6599		0.00019270
199		0.2847		0.4157		0.0000		0.5590		0.00050090
200		0.2142		0.3190		0.0000		0.5926		0.00050000
201		0.1812		0.3200		0.0000		0.5857		0.00049910
202		0.1893		0.2937		0.0000		0.6362		0.00049820
203		0.1728		0.3114		0.0000		0.6277		0.00049730
204		0.1837		0.3709		0.0000		0.5467		0.00049640
205		0.2103		0.3049		0.0000		0.6227		0.00049550
206		0.1730		0.3003		0.0000		0.6302		0.00049460
207		0.1617		0.2971		0.0000		0.6242		0.00049370
208		0.2096		0.3398		0.0000		0.5925		0.00049279
209		0.1803		0.3170		0.0000		0.6347		0.00049189
210		0.1644		0.2966		0.0000		0.6293		0.00049099
211		0.1688		0.3281		0.0000		0.6192		0.00049009
212		0.1836		0.4759		0.0000		0.5079		0.00048919
213		0.1969		0.3266		0.0000		0.5987		0.00048828
214		0.1783		0.3058		0.0000		0.6234		0.00048738
215		0.1803		0.3194		0.0000		0.6227		0.00048648
216		0.1680		0.3245		0.0000		0.6196		0.00048558
217		0.1835		0.3776		0.0000		0.5536		0.00048467
218		0.2025		0.3164		0.0000		0.6024		0.00048377
219		0.1723		0.3118		0.0000		0.6191		0.00048287
220		0.1625		0.3096		0.0000		0.6327		0.00048196
221		0.1735		0.3279		0.0000		0.5843		0.00048106
222		0.1653		0.3285		0.0000		0.6015		0.00048016
223		0.1924		0.3339		0.0000		0.6123		0.00047925
224		0.1648		0.4775		0.0000		0.5969		0.00047835
225		0.1704		0.2987		0.0000		0.6342		0.00047744
226		0.1965		0.3019		0.0000		0.6372		0.00047654
227		0.1678		0.3055		0.0000		0.6400		0.00047563
228		0.1632		0.3243		0.0000		0.6310		0.00047473
229		0.1804		0.3584		0.0000		0.5879		0.00047382
230		0.1818		0.3116		0.0000		0.6054		0.00047292
231		0.1586		0.3067		0.0000		0.6410		0.00047201
232		0.1641		0.3346		0.0000		0.6055		0.00047111
233		0.1882		0.3311		0.0000		0.6088		0.00047020
234		0.1611		0.3146		0.0000		0.6128		0.00046929
235		0.1722		0.4303		0.0000		0.5130		0.00046839
236		0.1797		0.3280		0.0000		0.6052		0.00046748
237		0.1717		0.3731		0.0000		0.5791		0.00046657
238		0.1612		0.3073		0.0000		0.6491		0.00046567
239		0.1743		0.3232		0.0000		0.6184		0.00046476
240		0.1759		0.3161		0.0000		0.5972		0.00046385
241		0.1748		0.4119		0.0000		0.5476		0.00046294
242		0.1881		0.3181		0.0000		0.6219		0.00046204
243		0.1548		0.3072		0.0000		0.6352		0.00046113
244		0.1568		0.3211		0.0000		0.6123		0.00046022
245		0.1946		0.2957		0.0000		0.6242		0.00045931
246		0.1692		0.2995		0.0000		0.6330		0.00045840
247		0.1563		0.2911		0.0000		0.6457		0.00045749
248		0.1737		0.3137		0.0000		0.6189		0.00045658
249		0.1852		0.3106		0.0000		0.6280		0.00045568
250		0.1678		0.3295		0.0000		0.6208		0.00045477
251		0.1565		0.3029		0.0000		0.6245		0.00045386
252		0.1977		0.3263		0.0000		0.6012		0.00045295
253		0.1621		0.2890		0.0000		0.6485		0.00045204
254		0.1559		0.3138		0.0000		0.6347		0.00045113
255		0.1538		0.3339		0.0000		0.6359		0.00045022
256		0.1836		0.3763		0.0000		0.5706		0.00044931
257		0.1903		0.3300		0.0000		0.6299		0.00044839
258		0.1662		0.2964		0.0000		0.6421		0.00044748
259		0.1652		0.3080		0.0000		0.6191		0.00044657
260		0.1597		0.3073		0.0000		0.6244		0.00044566
261		0.1821		0.3440		0.0000		0.6064		0.00044475
262		0.1591		0.2946		0.0000		0.6495		0.00044384
263		0.1524		0.2944		0.0000		0.6381		0.00044293
264		0.1519		0.3376		0.0000		0.6531		0.00044201
265		0.2053		0.3056		0.0000		0.6151		0.00044110
266		0.1592		0.2890		0.0000		0.6530		0.00044019
267		0.1761		0.4162		0.0000		0.5578		0.00043927
