Epoch		Train-loss		Test-loss		Train-IoU		Test-IoU		learningRate
206		0.1227		0.2810		0.0000		0.5956		0.00021095
207		0.1234		0.2670		0.0000		0.6471		0.00020930
208		0.1175		0.2692		0.0000		0.6279		0.00020765
209		0.1211		0.2517		0.0000		0.6504		0.00020600
210		0.1211		0.2554		0.0000		0.6373		0.00020434
211		0.1134		0.2379		0.0000		0.6752		0.00020268
212		0.1204		0.2558		0.0000		0.6554		0.00020102
213		0.1243		0.2594		0.0000		0.6409		0.00019936
214		0.1162		0.2604		0.0000		0.6447		0.00019770
215		0.1129		0.2575		0.0000		0.6367		0.00019604
216		0.1230		0.2496		0.0000		0.6345		0.00019437
217		0.1133		0.2585		0.0000		0.6438		0.00019270
218		0.1197		0.2439		0.0000		0.6407		0.00019104
219		0.1120		0.2600		0.0000		0.6344		0.00018937
220		0.2349		0.2801		0.0000		0.5881		0.00050150
221		0.1732		0.2984		0.0000		0.5959		0.00050000
222		0.1645		0.2849		0.0000		0.5837		0.00049850
223		0.1652		0.2701		0.0000		0.5999		0.00049700
224		0.1532		0.2521		0.0000		0.6353		0.00049550
225		0.1607		0.2556		0.0000		0.6148		0.00049400
226		0.1744		0.3106		0.0000		0.5608		0.00049249
227		0.1525		0.3350		0.0000		0.5388		0.00049099
228		0.1493		0.2489		0.0000		0.6328		0.00048949
229		0.1474		0.3030		0.0000		0.5995		0.00048798
